Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
333,Kendrick Nunn,PG,27,LAL,22,2,12.9,2.1,5.9,0.357,0.8,2.9,0.266,1.3,3,0.446,0.422,0.5,0.5,0.909,0,1.2,1.3,1.1,0.2,0,1.1,0.9,5.4
334,Jusuf Nurkić,C,28,POR,23,23,29.6,5.5,10.5,0.527,0.7,1.7,0.425,4.8,8.7,0.547,0.562,2.7,3.9,0.697,2.7,7.4,10.2,2.7,0.7,1,2.4,3.4,14.5
335,Jordan Nwora,SF,24,MIL,22,3,18.5,2.2,6.1,0.363,1.2,3.2,0.371,1,3,0.354,0.459,1.1,1.3,0.828,0.9,2.5,3.5,1,0.3,0.1,1,1,6.7
336,Royce O'Neale,SF,29,BRK,27,27,36,3.2,8.6,0.377,2.3,5.6,0.407,1,3,0.321,0.509,0.6,0.9,0.64,0.9,4.4,5.4,4.7,1.1,0.7,1.8,3.3,9.3
337,Chuma Okeke,PF,24,ORL,18,7,21.8,1.8,4.8,0.368,1,3.3,0.3,0.8,1.5,0.519,0.471,0.9,1.2,0.762,1.2,3.1,4.2,1.4,0.6,0.5,0.5,1.9,5.4
338,Josh Okogie,SG,24,PHO,23,0,9,1.1,3,0.382,0.3,1.4,0.25,0.8,1.6,0.5,0.441,0.9,1.2,0.714,1,1.3,2.2,0.8,0.6,0.3,0.6,1.2,3.5
339,Onyeka Okongwu,C,22,ATL,26,2,20.5,3.3,5.1,0.647,0,0.1,0,3.3,5,0.662,0.647,1.3,1.8,0.729,2.2,4,6.2,1,0.5,0.7,0.9,2.9,8
340,Isaac Okoro,SG,22,CLE,27,4,18.8,1.5,3.7,0.404,0.4,1.7,0.255,1,1.9,0.538,0.465,0.9,1,0.821,0.5,1.5,2,0.7,0.6,0.3,0.7,2.1,4.3
341,KZ Okpala,PF,23,SAC,17,3,8.6,0.6,1.4,0.458,0.2,0.6,0.3,0.5,0.8,0.571,0.521,0.4,0.4,1,0.4,1,1.4,0.5,0.2,0.2,0.2,1.2,1.8
342,Victor Oladipo,SG,30,MIA,3,0,21,3.3,8,0.417,1,4,0.25,2.3,4,0.583,0.479,1,2,0.5,0,2.3,2.3,2.3,0,0,0.3,2.3,8.7
343,Kelly Olynyk,PF,31,UTA,29,29,28.8,4.4,8.2,0.544,1.6,3.5,0.455,2.9,4.7,0.61,0.641,2.7,3.2,0.83,1.3,3.8,5,3.3,1.2,0.7,2.2,4.1,13.2
344,Eugene Omoruyi,SF,25,OKC,9,0,13.2,2.4,4.9,0.5,0.8,2,0.389,1.7,2.9,0.577,0.58,0.8,1.2,0.636,0.9,1.2,2.1,0.4,0.8,0,0.6,2.6,6.4
345,Cedi Osman,SF,27,CLE,27,0,23.7,3.4,7.7,0.442,1.4,4.2,0.327,2,3.5,0.579,0.531,1,1.4,0.692,0.3,2.7,3,1.6,0.4,0.1,1,1.9,9.2
346,Kelly Oubre Jr.,SF,27,CHO,27,27,33,7.8,17.8,0.437,2.3,7.3,0.318,5.4,10.5,0.519,0.502,2.9,4.1,0.718,1.6,3.6,5.2,1.2,1.7,0.3,1.2,2.9,20.8
347,Chris Paul,PG,37,PHO,13,13,30.3,3.1,8.2,0.377,1.2,3.6,0.319,1.9,4.5,0.424,0.448,2.6,3,0.872,0.5,4.2,4.6,8.9,1.5,0.2,1.9,2.7,9.9
348,Cameron Payne,PG,28,PHO,25,14,25.4,4.8,11.7,0.411,1.8,4.8,0.375,3,6.9,0.436,0.488,1.4,1.9,0.766,0.4,2.1,2.5,5.5,1,0.2,2,2.2,12.8
349,Theo Pinson,SG,27,DAL,8,0,3.4,0.1,0.6,0.2,0,0.5,0,0.1,0.1,1,0.2,0.3,0.3,1,0,0.8,0.8,0.3,0.1,0,0.1,0.1,0.5
350,Scotty Pippen Jr.,PG,22,LAL,2,0,4,0,1,0,0,0,,0,1,0,0,1.5,2,0.75,0.5,0.5,1,0,0,0,0.5,1,1.5
351,Mason Plumlee,C,32,CHO,27,27,27.9,3.6,6.1,0.588,0,0,,3.6,6.1,0.588,0.588,2.3,4.1,0.568,3.1,6.2,9.3,4.1,0.6,0.6,1.9,3.3,9.5
352,Jakob Poeltl,C,27,SAS,20,20,27.3,5.7,8.9,0.64,0,0,,5.7,8.9,0.64,0.64,1.5,2.8,0.518,3.9,6,9.9,3.5,0.9,1,2.4,2.3,12.9
353,Aleksej Pokusevski,PF,21,OKC,23,18,22.8,3.8,8.3,0.461,1.3,3.3,0.403,2.5,5,0.5,0.542,0.6,1,0.609,1.7,3.6,5.2,1.9,0.6,1.5,1.4,1.8,9.6
354,Jordan Poole,SG,23,GSW,27,8,28,6.1,14.1,0.43,2.4,7.5,0.322,3.7,6.6,0.553,0.516,3.2,3.8,0.853,0.3,1.9,2.1,4.6,0.8,0.3,3,2.2,17.8
355,Kevin Porter Jr.,PG,22,HOU,25,25,34.6,6.4,15.5,0.413,1.9,5.8,0.333,4.5,9.7,0.461,0.475,4,5.2,0.769,1.4,4.1,5.5,5.8,1.3,0.4,3.8,2.9,18.7
356,Michael Porter Jr.,SF,24,DEN,16,16,29.1,6,12.9,0.466,2.9,6.9,0.427,3.1,6,0.51,0.58,1.5,1.9,0.8,1.2,4.8,6,1.3,0.6,0.4,1.1,2.6,16.4
357,Otto Porter Jr.,SF,29,TOR,8,2,18.3,1.9,3.8,0.5,0.8,2.1,0.353,1.1,1.6,0.692,0.6,1,1,1,0.8,1.6,2.4,1,1.4,0,0.5,0.9,5.5
358,Bobby Portis,PF,27,MIL,26,7,26.3,5.7,11.8,0.487,1.1,3.6,0.309,4.6,8.2,0.566,0.534,1,1.3,0.765,2.5,7.8,10.3,2.2,0.3,0.3,1.2,1.8,13.6
359,Kristaps Porziņģis,PF,27,WAS,26,26,32.8,7.5,15.8,0.477,2,5.7,0.347,5.6,10.2,0.549,0.539,5.6,7,0.798,2.1,7,9.1,2.7,0.8,1.6,2.1,3.2,22.7
360,Micah Potter,PF,24,UTA,2,0,6,1,1,1,0,0,,1,1,1,1,0,0,,0.5,1,1.5,0.5,0,0,0,1,2
361,Dwight Powell,C,31,DAL,23,19,17.3,2.3,3.3,0.711,0,0,0,2.3,3.3,0.72,0.711,1.3,2,0.652,1.8,1.8,3.6,0.5,0.6,0.4,0.9,2.6,6
362,Norman Powell,SG,29,LAC,22,5,25.3,5.1,11.2,0.459,1.6,4.3,0.379,3.5,6.9,0.51,0.533,2.9,3.7,0.78,0.4,2.5,2.9,1.5,0.8,0.3,1.8,1.8,14.8
363,Jason Preston,PG,23,LAC,4,0,6.8,1.5,3.3,0.462,0.5,1.8,0.286,1,1.5,0.667,0.538,0,0.5,0,0.3,0.5,0.8,1.3,0,0,0.5,0.5,3.5
364,Joshua Primo,SG,20,SAS,4,0,23.3,2.3,6.5,0.346,0.8,3,0.25,1.5,3.5,0.429,0.404,1.8,2.3,0.778,0.5,2.8,3.3,4.5,0.3,0.5,2.8,2,7
365,Taurean Prince,SF,28,MIN,18,0,19.6,2.8,5.7,0.495,1.2,3,0.389,1.7,2.7,0.612,0.597,1.1,1.2,0.864,0.3,2.2,2.5,1.2,0.3,0.2,1.2,2.4,7.9
366,Payton Pritchard,PG,25,BOS,16,0,11.8,1.9,4.8,0.408,1,2.8,0.364,0.9,2,0.469,0.513,0.4,0.6,0.7,0.6,0.9,1.6,1.1,0.4,0.1,0.8,0.4,5.3
367,Trevelin Queen,PG,25,IND,2,0,10,0,1.5,0,0,1.5,0,0,0,,0,0,0,,0.5,1,1.5,1,0.5,0.5,1.5,0.5,0
368,Immanuel Quickley,PG,23,NYK,27,0,23.2,3.4,8.5,0.404,1.2,3.9,0.314,2.2,4.6,0.48,0.476,2,2.3,0.841,0.6,3.7,4.3,3,0.9,0.1,1.4,1.9,10.1
369,Julius Randle,PF,28,NYK,27,27,33,7.5,16.3,0.461,2.4,7,0.337,5.1,9.3,0.556,0.534,4.9,6.1,0.799,2,6.7,8.7,3.4,0.7,0.2,2.6,3.2,22.3
370,Austin Reaves,SG,24,LAL,26,9,29.1,3.5,6.7,0.514,1.2,3.2,0.386,2.2,3.5,0.63,0.606,2.7,2.9,0.908,0.7,2.3,3,2.1,0.5,0.3,1.2,1.6,10.8
371,Cam Reddish,SF,23,NYK,20,8,21.9,3.1,6.8,0.449,0.9,2.8,0.304,2.2,4,0.55,0.511,1.5,1.7,0.879,0.4,1.2,1.6,1,0.8,0.4,0.8,1.6,8.4
372,Davon Reed,SG,27,DEN,18,1,11.1,0.9,2.9,0.302,0.6,1.7,0.367,0.3,1.3,0.217,0.406,0.4,0.6,0.8,0.2,1.3,1.6,0.5,0.3,0.1,0.7,1.2,2.8
373,Paul Reed,C,23,PHI,23,0,11.3,1.4,2.4,0.571,0,0.1,0,1.4,2.3,0.604,0.571,0.3,0.5,0.667,1.3,2.3,3.7,0.5,1,0.7,0.7,2.4,3.1
374,Naz Reid,C,23,MIN,20,0,14.5,3.4,6.5,0.515,0.7,2.4,0.298,2.7,4.2,0.639,0.569,1,1.5,0.69,0.9,2.8,3.7,0.7,0.4,1,1,2.3,8.4
375,Nick Richards,C,25,CHO,27,0,18.9,3.4,5.6,0.607,0,0,,3.4,5.6,0.607,0.607,2.3,3,0.744,2.9,3.5,6.4,0.6,0.1,0.7,0.9,2.2,9
376,Josh Richardson,SG,29,SAS,19,2,23.1,3.4,8.7,0.388,1.7,4.9,0.351,1.6,3.7,0.437,0.488,1.5,1.7,0.848,0.5,2,2.5,3.1,0.6,0.1,1.7,1.7,9.9
377,Austin Rivers,SG,30,MIN,16,2,14.4,0.9,2.6,0.341,0.3,1.5,0.208,0.6,1.1,0.529,0.402,0.8,0.8,0.923,0,1.3,1.3,1,0.2,0.1,0.4,1.3,2.8
378,Duncan Robinson,SF,28,MIA,19,0,16.7,1.9,5.6,0.349,1.3,4.1,0.308,0.7,1.5,0.464,0.462,0.7,0.8,0.933,0.3,1.7,2,1.2,0.2,0,0.6,1.8,5.9
379,Mitchell Robinson,C,24,NYK,19,18,23.6,3.3,4.5,0.729,0,0,,3.3,4.5,0.729,0.729,0.8,1.7,0.455,4.1,4,8.1,0.7,0.6,1.9,0.6,3.1,7.3
380,Orlando Robinson,C,22,MIA,2,0,20,3,6.5,0.462,0,1.5,0,3,5,0.6,0.462,1,1.5,0.667,1,3.5,4.5,0.5,1,0.5,0.5,2.5,7
381,Jeremiah Robinson-Earl,PF,22,OKC,25,18,21.4,3.3,6.8,0.485,1.2,3,0.387,2.2,3.8,0.563,0.57,0.8,1,0.769,2,3.1,5.1,1,0.8,0.4,0.6,1.9,8.6
382,Isaiah Roby,PF,24,SAS,21,0,12.9,1.8,4.1,0.442,0.6,1.8,0.324,1.2,2.3,0.531,0.512,0.4,1,0.429,0.5,2.4,2.9,1.3,0.6,0.3,0.7,1.4,4.6
383,David Roddy,PF,21,MEM,26,1,19,2.2,5.7,0.389,1,3.2,0.317,1.2,2.6,0.478,0.477,0.7,1,0.704,0.7,1.9,2.6,0.7,0.3,0.3,0.7,1.5,6.2
384,Ryan Rollins,PG,20,GSW,7,0,6.1,0.7,2.1,0.333,0.4,1.1,0.375,0.3,1,0.286,0.433,0.3,0.3,1,0.1,0.9,1,0.4,0,0,1.7,1.3,2.1
385,Derrick Rose,PG,34,NYK,21,0,13.6,2.6,6.4,0.4,0.8,2.3,0.347,1.8,4.1,0.43,0.463,0.5,0.5,1,0.4,1.4,1.8,2,0.3,0.2,0.8,0.7,6.4
386,Terrence Ross,SG,31,ORL,25,8,23.7,3.2,7.6,0.418,1.6,4,0.386,1.6,3.5,0.455,0.521,0.4,0.5,0.692,0.3,1.8,2.1,1.2,0.7,0.2,1.2,1.6,8.2
387,Terry Rozier,PG,28,CHO,19,19,37.1,8.5,20.9,0.407,2.7,8.1,0.331,5.8,12.8,0.455,0.471,2.5,3,0.825,1.3,3.5,4.8,5.7,0.7,0.2,2.7,2.2,22.2
388,D'Angelo Russell,PG,26,MIN,26,26,31.8,6,13.1,0.462,2.2,6.2,0.36,3.8,6.9,0.553,0.547,2.1,2.6,0.794,0.6,2.5,3.1,6.3,1.3,0.5,2.8,2.1,16.4
389,Matt Ryan,SF,25,LAL,12,0,10.8,1.3,4.1,0.306,1.1,2.9,0.371,0.2,1.2,0.143,0.439,0.3,0.4,0.8,0.2,1,1.2,0.3,0.2,0,0.3,1.2,3.9
390,Domantas Sabonis,PF,26,SAC,25,25,32.7,6.2,10.2,0.604,0.4,1.2,0.379,5.7,9,0.633,0.625,4.4,6,0.728,2.4,8.9,11.3,6.4,0.8,0.5,2.4,3.7,17.2
391,Dario Šarić,PF,28,PHO,14,3,12,1.4,3.9,0.345,0.6,1.8,0.32,0.8,2.1,0.367,0.418,0.5,0.6,0.778,1.1,2.3,3.4,1.1,0.2,0.1,0.6,1.6,3.8
392,Jordan Schakel,SF,24,WAS,2,0,3,0.5,1,0.5,0.5,0.5,1,0,0.5,0,0.75,0,0,,0,0,0,0.5,0.5,0,0,0.5,1.5
393,Admiral Schofield,PF,25,ORL,17,0,12.2,1.5,3.5,0.441,0.7,2.1,0.343,0.8,1.4,0.583,0.542,0.4,0.4,1,0.8,0.8,1.6,0.8,0.1,0.1,0.2,2.1,4.2
394,Dennis Schröder,PG,29,LAL,12,9,26.3,3,7.3,0.414,0.7,2.5,0.267,2.3,4.8,0.491,0.46,2.2,2.3,0.929,0.1,1.8,1.9,3.8,0.5,0,1.4,1.4,8.8
395,Dereon Seabron,SG,22,NOP,2,0,1.5,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
396,Alperen Şengün,C,20,HOU,23,20,26.9,5.7,10.6,0.543,0.2,0.9,0.19,5.6,9.7,0.577,0.551,3,3.7,0.791,3.5,5.2,8.7,2.2,0.7,0.9,2.3,3.4,14.6
397,Collin Sexton,SG,24,UTA,27,10,24.5,4.9,9.9,0.493,0.9,2.6,0.362,4,7.4,0.538,0.539,3.6,4.4,0.831,0.8,1.6,2.4,3,0.6,0.1,1.8,2.3,14.3
398,Landry Shamet,SG,25,PHO,18,0,15.9,2.2,5.2,0.415,1.5,3.8,0.397,0.7,1.4,0.462,0.559,0.9,1.1,0.85,0.2,0.6,0.8,1.3,0.6,0.2,0.9,1.3,6.8
399,Day'Ron Sharpe,C,21,BRK,17,1,8.9,1.4,2.6,0.511,0.2,0.2,0.75,1.2,2.4,0.488,0.544,0.7,1,0.706,1.3,2.1,3.4,0.6,0.2,0.6,0.7,1.8,3.6
400,Shaedon Sharpe,SG,19,POR,25,5,19.9,3.2,7,0.46,0.9,2.5,0.349,2.3,4.4,0.523,0.523,0.6,1,0.6,0.8,1.8,2.5,0.5,0.3,0.2,0.7,1.5,7.9
401,Pascal Siakam,C,28,TOR,17,17,34.9,8.8,18.2,0.484,1.3,4.1,0.314,7.5,14.1,0.533,0.519,5.9,7.8,0.765,1.8,7,8.8,7.1,1.1,0.5,2.4,3.2,24.9
402,Ben Simmons,PG,26,BRK,18,13,27.6,3.6,5.8,0.619,0,0.1,0,3.6,5.8,0.625,0.619,1,1.8,0.545,1,5.6,6.6,5.9,1.4,0.7,2.4,3.7,8.2
403,Marko Simonovic,C,23,CHI,1,0,2,0,1,0,0,1,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0
404,Anfernee Simons,SG,23,POR,24,24,36.9,8.5,19,0.445,4.1,10.4,0.392,4.4,8.6,0.51,0.553,3.2,3.5,0.894,0.3,2.7,3,4.4,0.9,0.3,2.3,2.3,24.2
405,Jericho Sims,C,24,NYK,19,2,12.7,1.8,2.4,0.761,0,0,,1.8,2.4,0.761,0.761,0.4,0.5,0.8,1.9,2.5,4.4,0.4,0.3,0.8,0.4,1.8,4.1
406,Marcus Smart,PG,28,BOS,24,24,32.9,4.3,9.5,0.445,1.8,5.2,0.347,2.5,4.4,0.562,0.539,1.5,2,0.766,0.5,2.8,3.2,7.5,1.3,0.4,2.3,2.9,11.8
407,Dennis Smith Jr.,PG,25,CHO,15,11,27.9,4.1,8.9,0.463,0.7,2,0.333,3.5,6.9,0.5,0.5,0.4,0.8,0.5,0.6,2.7,3.3,5.7,1.8,0.7,1.5,2.3,9.3
408,Dru Smith,SG,25,MIA,5,1,13.4,1,2.8,0.357,0.2,1.2,0.167,0.8,1.6,0.5,0.393,0,0,,0.2,1.6,1.8,1,0.8,0.6,0.2,2,2.2
409,Ish Smith,PG,34,DEN,10,0,12,1.7,4.3,0.395,0.2,0.6,0.333,1.5,3.7,0.405,0.419,0.1,0.2,0.5,0.1,1.2,1.3,2.5,0.3,0.6,1.2,0.9,3.7
410,Jabari Smith Jr.,PF,19,HOU,25,25,30.5,4,10.7,0.375,2.1,6,0.356,1.9,4.7,0.398,0.474,1.9,2.3,0.842,1.2,5.8,7,0.8,0.4,1,1.2,3.3,12
411,Jalen Smith,PF,22,IND,26,26,22.6,4,9.2,0.438,1.2,4.2,0.294,2.8,5,0.557,0.504,1.8,2.4,0.774,1.8,4.9,6.7,1.1,0.3,1,1.3,2.2,11.2
412,Jeremy Sochan,PF,19,SAS,20,20,24.9,3.6,7.5,0.473,0.4,2.2,0.182,3.2,5.3,0.594,0.5,0.6,1,0.55,1.3,2.8,4.1,2,1,0.5,1.6,2.6,8.1
413,Jaden Springer,PG,20,PHI,3,0,2,0.7,1,0.667,0,0,,0.7,1,0.667,0.667,0.3,0.7,0.5,0.3,0.3,0.7,0,0,0.3,0.3,0.7,1.7
414,Lamar Stevens,PF,25,CLE,14,11,22.8,2.6,5.9,0.446,0.7,1.9,0.385,1.9,4.1,0.474,0.506,1.1,1.4,0.842,0.7,3.1,3.8,0.4,0.6,0.5,0.4,1.5,7.1
415,Isaiah Stewart,C,21,DET,22,22,27.5,3.9,8.5,0.457,1.5,4.2,0.366,2.3,4.2,0.548,0.548,2.5,3.3,0.74,2.4,6.1,8.5,1.2,0.4,0.7,1.1,2.9,11.7
416,Max Strus,SF,26,MIA,25,14,32.2,4.9,11.8,0.417,2.8,8,0.35,2.1,3.8,0.558,0.536,1.2,1.4,0.857,0.6,2.9,3.4,1.7,0.8,0.3,1.1,2.4,13.8
417,Jalen Suggs,PG,21,ORL,14,13,28.9,4.6,11.1,0.419,1.4,4.9,0.294,3.2,6.2,0.517,0.484,1.6,2.5,0.657,1.1,2.2,3.3,5.4,1.6,0.6,3.4,3.1,12.4
418,Edmond Sumner,SG,27,BRK,23,9,15.7,2.7,5.7,0.462,0.6,2.1,0.286,2,3.6,0.566,0.515,1.9,2,0.915,0.4,1.2,1.6,1.3,1,0.2,1.1,1.7,7.8
419,Cole Swider,SF,23,LAL,1,0,2,0,1,0,0,1,0,0,0,,0,0,0,,0,1,1,1,0,0,0,0,0
420,Jae'Sean Tate,SF,27,HOU,3,2,22.7,3.3,6.7,0.5,0.7,1.7,0.4,2.7,5,0.533,0.55,1,1.3,0.75,2.7,1.7,4.3,3.3,1,0,1.7,5,8.3
421,Jayson Tatum,PF,24,BOS,26,26,36.7,9.9,20.9,0.472,3.3,9.3,0.36,6.5,11.6,0.563,0.552,6.9,8.1,0.853,1.1,7,8.1,4,1.1,1,2.7,2.2,30
422,Terry Taylor,SG,23,IND,16,2,8,0.7,1.9,0.355,0.1,0.6,0.2,0.6,1.3,0.429,0.387,0.3,0.3,0.8,0.6,0.8,1.4,0.4,0.1,0.3,0.3,0.8,1.8
423,Garrett Temple,SG,36,NOP,9,0,7.8,1,2.4,0.409,0.6,1.4,0.385,0.4,1,0.444,0.523,0.3,0.4,0.75,0.1,0.6,0.7,0.3,0.7,0.1,0.3,0.7,2.9
424,Dalen Terry,SG,20,CHI,11,0,3.3,0.4,1.1,0.333,0.1,0.4,0.25,0.3,0.7,0.375,0.375,0.3,0.4,0.75,0,0.2,0.2,0.6,0.1,0.2,0.4,0.3,1.1
425,Cam Thomas,SG,21,BRK,21,0,15.1,2.4,5.9,0.407,0.5,1.3,0.357,1.9,4.5,0.421,0.447,2.1,2.7,0.786,0.1,1.2,1.4,1.4,0.4,0.1,0.8,1,7.3
426,Klay Thompson,SG,32,GSW,22,22,30.9,6.8,16.7,0.406,3.9,10.1,0.387,2.9,6.6,0.434,0.523,1.5,1.7,0.865,0.5,3,3.5,2.5,0.7,0.5,1.6,1.9,18.9
427,JT Thor,PF,20,CHO,17,0,9.4,0.7,2.3,0.308,0.2,1.2,0.19,0.5,1.1,0.444,0.359,0.4,0.5,0.778,0.5,1.3,1.8,0.5,0.2,0.3,0.6,0.6,2.1
428,Matisse Thybulle,SG,25,PHI,22,3,11.6,0.7,2.1,0.348,0.3,1.2,0.231,0.5,0.9,0.5,0.413,0,0.1,0.333,0.3,0.9,1.2,0.4,0.9,0.2,0.2,1.3,1.8
429,Xavier Tillman Sr.,PF,24,MEM,13,0,10,1.3,2.5,0.515,0.2,0.5,0.333,1.2,2.1,0.556,0.545,0.3,0.9,0.333,1.2,1.2,2.4,0.6,0.4,0.4,0.5,1,3.1
430,Isaiah Todd,PF,21,WAS,4,0,3.3,0.3,1,0.25,0,0.8,0,0.3,0.3,1,0.25,0,0,,0,0,0,0,0,0,0,0,0.5
431,Obi Toppin,PF,24,NYK,25,0,17.1,2.9,6.8,0.421,1.4,3.9,0.351,1.5,3,0.514,0.52,0.6,0.7,0.824,0.6,3.2,3.8,1,0.4,0.2,0.8,1.1,7.7
432,Juan Toscano-Anderson,SF,29,LAL,14,1,10.4,0.9,2,0.429,0.1,0.8,0.182,0.7,1.2,0.588,0.464,0.4,0.5,0.714,0.1,1.7,1.8,0.6,0.2,0.2,0.6,1.4,2.2
433,Karl-Anthony Towns,PF,27,MIN,21,21,33.8,7.3,14.4,0.505,1.8,5.6,0.325,5.5,8.9,0.618,0.568,4.4,5,0.885,1.7,6.5,8.2,5.3,0.8,0.7,3.1,3.9,20.8
434,Gary Trent Jr.,SG,24,TOR,24,17,31.6,6,14,0.427,2.3,7,0.335,3.6,7,0.518,0.51,2.9,3.8,0.778,0.5,1.5,2,1.5,1.6,0.1,1.2,1.5,17.2
435,P.J. Tucker,PF,37,PHI,26,26,29,1.3,3,0.423,0.6,1.6,0.381,0.7,1.4,0.472,0.526,0.3,0.3,0.778,1.3,3,4.3,1,0.6,0.3,0.9,2.7,3.4
436,Myles Turner,C,26,IND,21,21,29.1,6.1,11.1,0.551,1.6,3.9,0.415,4.5,7.2,0.625,0.624,3.7,4.6,0.802,1.5,6.2,7.7,1.4,0.5,2.3,1.8,3.3,17.6
